DIRECTORIO;HOGAR_NUMERO;PERSONA_NUMERO;P6240;P203;P203S1;P5355;P5355S1;P5355S2;P204S1;P204S2;P204S3;P204S4;P204S5;P204S6;P204S7;P204S9;P204S8;P5360;P5360S1;P5361;P5361S1;P5361S2;P272S1;P272S2;P272S3;P272S4;P272S5;P272S6;P272S7;P272S8;P5366;P5366S1;P5367;P5367S1;P5367S2;P206S1;P206S2;P206S3;P206S4;P206S5;P206S6;P206S7;P206S8;P5371;P5371S1;P5372;P5372S1;P5372S2;P207S1;P207S2;P207S3;P207S4;P207S5;P207S6;P207S7;P207S8;P5377;P5377S1;P5378S1;P5378S2;P5378S3;P5378S4;P5378S5;P5378S6;P5378S7;P5378S8;P5378S9
3075423;1;1;1;1;900000;2; ; ;2;2;1;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;1;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3075423;1;2;1;1;600000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3075424;1;1;4;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3075424;1;2;1;99; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3075424;1;3;3;2; ;2; ; ;1;2;1;2;2;2;2;2;2;2; ;2; ; ;1;1;2;2;2;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;1;2;1;2;2;2;2
3075425;1;1;1;1;900000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;1;2;2;2;2;2;2
3075425;1;2;1;99; ;2; ; ;1;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3075426;1;1;1;1;1000000;2; ; ;1;2;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;1
3075426;1;2;4;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;2;2;2;1;2;2;1
3075426;1;3;1;1;900000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;2;2;2;1;2;2;1
3075426;1;4;4;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;2;2;2;1;2;2;1
3075427;1;1;1;1;800000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;1;2;2;2; ;2; ; ;1;1;2;2;1;2;1;2;2; ;2; ; ;2;1;2;2;1;2;1;2;2; ;2;2;1;2;2;2;2;2;2
3075427;1;2;4;2; ;2; ; ;1;1;2;1;2;2;2;2;2;2; ;2; ; ;1;1;2;2;1;1;2;2;2; ;2; ; ;1;1;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3075427;1;3;1;1;860000;2; ; ;1;1;1;1;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;1;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3075427;1;4;3;2; ;2; ; ;1;1;2;2;2;2;2;1;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;1;2;2;2;2;2;2
3075427;1;5;3;2; ;2; ; ;1;2;2;2;2;2;2;1;2;2; ;2; ; ;1;2;2;2;1;1;1;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;1;2;2;2;2
3075427;1;7;4;2; ;2; ; ;1;1;2;1;2;2;2;2;2;2; ;2; ; ;1;2;2;2;1;1;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;1;2;2;2;2;2;2;2; ;2;2;1;2;2;2;2;2;2
3075427;1;8;1;1;900000;2; ; ;1;1;2;1;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;1;2;2;2; ;2; ; ;1;1;2;2;2;2;2;2;2; ;2; ; ;1;1;2;2;2;2;2;2;2; ;2;2;1;2;2;2;2;2;2
3075428;1;1;4;1;780000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3075428;1;2;1;1;780000;1;3;1; ; ; ; ; ; ; ; ; ;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;1;2;2;2;2;2;1
3075429;1;1;4;2; ;2; ; ;2;2;2;2;2;2;2;1;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;1;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3075429;1;2;1;1;800000;2; ; ;1;1;1;1;1;2;2;2;2;2; ;2; ; ;1;2;2;2;2;1;2;2;2; ;2; ; ;2;2;1;2;2;2;1;2;2; ;2; ; ;1;1;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3075430;1;1;4;2; ;2; ; ;1;2;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;1;2;2;1;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;2;2;1;2;1
3075430;1;2;1;1;1000000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;2;2;2;2;1;2;1
3075430;1;3;3;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;1;2;2;2;1;2;1
3075430;1;4;3;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;1;2;2;2;1;2;1
3075430;2;1;1;1;781000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;2;2;2;2;1;2;2
3075430;2;2;1;1;850000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;1;2;2;2;1;2;1
3075430;2;3;1;99; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;1;2;2
3075430;2;4;1;99; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;2;2;2;1;2;2;2
3075431;1;1;1;99; ;1;3;1; ; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;2;2;1;2;2;2;2
3075431;1;2;4;2; ;1;2;1; ; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;1;2;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;2;2;1;2;2;2;2
3075431;1;5;1;1;600000;2; ; ;2;1;2;1;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;1;2;2; ;2; ; ;1;1;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3075431;1;6;1;1;500000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;1;2;2;2;2;2;2
3075432;1;1;1;99; ;2; ; ;1;2;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;2;1;2;2;2
3075432;1;2;1;99; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3075432;1;3;1;1;1600000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;1;2;2;1;2;2;1
3075432;1;4;3;2; ;2; ; ;2;2;2;2;2;2;2;1;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;1;2;2;2;2;2;1
3075432;1;5;1;1;1000000;2; ; ;1;2;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;1;2;2;2;1
3075432;1;6;4;2; ;2; ; ;1;2;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;1;2;2;2;1
3075433;1;1;1;99; ;2; ; ;1;1;1;1;2;2;2;2;2;2; ;2; ; ;1;1;1;2;1;1;2;2;2; ;2; ; ;1;1;2;2;2;2;1;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3075433;1;2;4;2; ;2; ; ;1;2;2;1;2;1;2;2;2;2; ;2; ; ;1;2;2;1;2;1;2;2;2; ;2; ; ;2;1;2;1;2;2;2;2;2; ;2; ; ;1;1;2;1;2;2;1;2;2; ;2;2;2;2;1;2;2;2;2
3075433;1;3;6;2; ;2; ; ;1;2;2;1;2;1;2;2;2;99; ;2; ; ;1;2;2;1;2;2;2;2;2; ;2; ; ;1;1;2;1;2;2;2;2;2; ;2; ; ;1;2;2;1;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3075434;1;1;4;99; ;2; ; ;1;2;2;1;2;2;2;2;2;2; ;2; ; ;1;2;2;2;1;1;2;2;2; ;2; ; ;1;1;2;2;2;2;2;2;2; ;2; ; ;1;1;2;2;1;2;1;2;2; ;2;2;1;2;1;2;2;2;1
3075435;1;1;1;1;700000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;1;2;2;2;2;2;2
3075435;1;2;2;2; ;1;3;1; ; ; ; ; ; ; ; ; ;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;2;2;1;2;2;2;2;2;2
3075436;1;1;1;1;400000;2; ; ;1;2;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;1;2;2;2;2; ;2; ; ;1;1;2;2;2;2;2;2;2; ;2;2;1;2;2;2;1;2;2
3075436;1;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;1;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;1;2;1
3075436;1;3;2;2; ;2; ; ;1;1;1;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;1;2;2;1;2;2;2;2; ;2; ; ;1;1;2;2;1;2;1;2;2; ;2;2;1;1;1;2;2;2;1
3075436;1;4;3;2; ;2; ; ;1;1;1;2;2;2;2;2;2;2; ;2; ; ;1;1;2;2;2;2;1;2;2; ;2; ; ;1;1;2;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;2;1;2;1;2;2;1;2
3075437;1;1;4;2; ;2; ; ;1;1;1;2;2;2;2;2;2;2; ;2; ; ;1;1;2;2;2;2;2;2;2; ;2; ; ;1;1;2;2;1;2;2;2;2; ;2; ; ;1;1;2;2;1;2;1;2;2; ;2;2;1;2;2;2;2;2;2
3075437;1;2;1;1;800000;2; ; ;2;2;2;2;1;2;2;2;2;2; ;2; ; ;1;1;2;2;2;2;2;2;2; ;2; ; ;1;1;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;2;1;2;2;2;2;2;2
3075437;1;6;4;2; ;2; ; ;1;1;1;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;1;2;1;2;2; ;2; ; ;1;1;2;2;1;2;1;2;2; ;2; ; ;1;1;2;2;1;2;2;2;2; ;2;2;1;2;2;2;2;1;2
3075437;1;7;1;1;830000;2; ; ;1;1;1;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;1;2;2;2;2; ;2; ; ;2;1;2;2;1;2;2;2;2; ;1;2;1;2;2;2;2;2;2
3075437;1;10;1;1;600000;2; ; ;1;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;1;2;2; ;2; ; ;1;1;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3075437;1;11;4;2; ;2; ; ;1;1;1;2;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;1;40000;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;2;1;2;2;2
3075437;1;12;1;1;850000;2; ; ;1;1;1;2;2;2;2;2;2;2; ;1;3;1; ; ; ; ; ; ; ; ;1;90000;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2;2;1;2;2;2;2;2;1
3075438;1;1;5;99; ;2; ; ;2;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3075438;1;2;1;1;800000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;1;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2;1;2;2
3075438;1;3;1;99; ;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3075438;1;4;3;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;1;2;2;2;2;2;1
3075438;1;5;1;99; ;2; ; ;1;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3075438;1;6;6;2; ;2; ; ;1;2;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;1;2;2;2;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;1;2;2;2;1;2;2
3075438;1;7;4;2; ;2; ; ;1;2;2;2;2;2;2;1;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;1;2;2;1;2;2;1
3075439;1;1;1;99; ;2; ; ;2;2;1;2;2;2;2;2;2;2; ;1;3;2; ; ; ; ; ; ; ; ;1;60000;2; ; ;1;2;2;2;2;2;2;2;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;1;2;1;2;1;1;2;2;1
3075439;1;2;1;99; ;2; ; ;2;2;1;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;1;2;1;2;2;2;2
3075440;1;1;1;1;600000;2; ; ;1;1;1;1;1;2;2;2;2;2; ;2; ; ;1;1;1;2;2;2;2;2;2; ;2; ; ;1;1;2;2;1;1;1;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;1;2;1;2;2;2;2
3075440;1;2;1;1;500000;1;2;1; ; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;1;2;2;2;2;2;2;2; ;1;2;1; ; ; ; ; ; ; ; ;2; ;2;2;1;2;1;2;1;2;1
3075440;1;3;3;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;1;2;1;2;2;2;1
3075440;1;4;3;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;1;2;2;2; ;2;2;1;2;1;2;2;2;2
3075440;1;5;3;2; ;2; ; ;2;2;2;2;2;2;2;1;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;1;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;1;2;1;2;2;2;2
3075441;1;1;1;1;780000;2; ; ;1;2;1;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;1;2;2; ;2; ; ;2;2;2;2;1;2;1;2;2; ;2; ; ;1;2;2;2;2;2;1;2;2; ;2;1;1;2;2;2;1;2;2
3075441;1;2;1;1;900000;2; ; ;2;1;1;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;1;2;2;2;2;2;1;2;2; ;2;2;1;2;2;2;1;2;2
3075441;1;3;1;1;1200000;2; ; ;2;1;1;1;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;1;150000;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;1;2;1;1;1;2;1
3075441;1;4;1;1;600000;2; ; ;2;2;1;2;2;2;2;2;2;2; ;1;3;1; ; ; ; ; ; ; ; ;1;180000;2; ; ;1;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;1;1;2;1;1;1;2;1
3075442;1;1;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;1;2;2;2;2;2;1
3075442;1;2;4;2; ;2; ; ;2;2;1;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3075442;1;3;5;1;75000;2; ; ;2;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3075442;1;4;4;2; ;2; ; ;1;2;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;1;2;2;1;2;2;1
3075442;1;5;1;1;800000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;1;2;2;2;2;2;1
3075442;1;8;1;1;768000;2; ; ;1;2;2;2;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;1;2;1;2;2;2;1;2;2
3075443;1;1;1;1;600000;2; ; ;1;2;2;1;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;1;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;1;2;2;2;2;2;2
3075443;1;2;4;2; ;1;4;2; ; ; ; ; ; ; ; ; ;1;6000;1;3;1; ; ; ; ; ; ; ; ;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;2;1;2;1;2;2;2;2
3075444;1;1;4;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;1;2;2;2;2;2;2
3075444;1;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;1;2;1;2;2;2;2
3075444;1;3;1;99; ;2; ; ;1;2;2;1;2;2;2;2;2;2; ;2; ; ;1;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;1;2;2;2;2;2;2
3075444;1;6;1;99; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;1;2;2; ;2;2;1;2;2;2;2;2;2
3075444;1;7;4;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;1;2;2;2;2;2;2
3075444;1;8;3;2; ;2; ; ;1;2;1;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;1;2;2;2;2;2;2
3075445;1;1;1;99; ;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3075445;1;2;1;99; ;2; ; ;2;2;2;1;2;2;2;2;2;2; ;1;3;2; ; ; ; ; ; ; ; ;99; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;1;2;2;2;2;2;2
3075445;1;3;1;99; ;1;3;1; ; ; ; ; ; ; ; ; ;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;1;3;2; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;1;1;2;1;2;2;2;2
3075446;1;1;1;1;800000;2; ; ;1;2;2;1;2;2;2;2;2;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;1;2;2;1;2;1;2;2; ;2; ; ;2;1;2;2;1;2;2;2;2; ;2;2;1;2;1;2;2;2;2
3075446;1;2;1;1;700000;2; ; ;1;2;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;1;1;2;1;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;1;2;1;2;2;2;2
3075446;1;3;3;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;1;2;1;2;2;2;1
3075447;1;1;1;1;750000;2; ; ;1;2;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;2;2;2;2;1;2;1
3075447;1;5;3;2; ;2; ; ;1;2;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;2;2;1;2;1;2;1
3075448;1;1;1;99; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;1;2;2;2;2;2;2
